	age	household_position	household_size	prev_residence_place	citizenship	country_birth	edu_level	economic_status	cur_eco_activity	Marital_status
15960	9	1122	114	1	3	3	3	111	133	2
15961	8	1122	125	1	1	1	5	111	137	2
15962	8	1122	114	1	1	1	5	111	136	2
15963	8	1122	125	1	1	1	5	111	137	2
15964	8	1122	126	1	1	1	5	111	139	2
15965	10	1122	114	1	1	1	3	111	139	2
15966	8	1122	114	1	1	1	2	120	138	2
15967	7	1121	112	1	1	1	5	111	135	2
15968	9	1122	114	1	1	1	3	111	135	2
15969	8	1122	113	1	1	1	5	120	131	2
15970	11	1121	112	1	1	1	2	111	122	2
15971	11	1122	113	1	1	1	5	111	137	2
15972	10	1122	114	1	1	2	3	111	131	2
15973	9	1122	113	1	1	1	3	111	134	2
15974	8	1122	114	1	1	1	3	111	137	2
15975	4	1131	112	1	1	1	2	112	131	1
15976	6	1210	111	1	1	1	3	111	135	1
15977	7	1131	112	1	1	1	3	111	131	1
15978	11	1121	112	1	1	1	3	111	136	2
15979	4	1110	114	1	1	1	1	112	122	1
15980	10	1122	125	1	1	1	3	111	136	2
15981	6	1210	111	1	1	3	3	111	135	4
15982	13	1121	112	1	1	1	5	111	137	2
15983	6	1131	112	1	1	1	3	111	131	1
15984	7	1122	114	1	1	1	2	120	122	2
15985	10	1121	112	1	1	1	2	111	134	2
15986	6	1110	114	1	1	3	2	111	132	1
15987	8	1121	112	1	1	1	5	111	138	2
15988	9	1122	114	1	1	1	5	111	137	2
15989	10	1122	125	1	1	1	2	111	131	2
15990	10	1122	114	1	1	1	3	111	135	2
15991	5	1110	126	1	2	2	3	111	135	2
15992	7	1122	114	1	1	1	5	111	134	2
15993	9	1122	114	1	1	1	5	111	137	2
15994	7	1122	125	1	1	1	3	111	132	2
15995	9	1210	111	1	1	1	2	111	139	1
15996	8	1122	114	1	1	1	2	111	131	2
15997	4	1131	112	1	1	1	2	111	131	1
15998	13	1131	112	1	1	1	1	111	131	4
15999	11	1121	112	1	1	1	3	111	122	2
16000	12	1121	112	1	1	1	3	111	139	2
16001	10	1122	126	1	1	1	3	111	111	2
16002	4	1110	114	1	1	1	3	112	135	1
16003	4	1110	114	1	1	1	1	111	133	1
16004	7	1122	125	1	1	1	2	111	122	2
16005	4	1110	112	1	1	1	2	112	132	1
16006	8	1140	113	1	1	1	3	111	136	4
16007	8	1122	114	1	1	1	5	111	134	2
16008	11	1122	113	1	1	1	1	120	133	2
16009	7	1131	112	1	1	1	5	111	131	1
16010	7	1122	114	1	1	1	3	120	135	2
16011	10	1122	114	1	1	1	3	111	131	2
16012	7	1210	111	1	1	1	5	111	137	4
16013	4	1110	114	1	1	1	3	112	136	1
16014	8	1122	114	1	1	1	3	111	138	2
16015	4	1110	126	1	1	1	2	112	131	1
16016	7	1121	112	1	1	1	3	111	133	2
16017	4	1220	125	1	1	1	2	112	131	1
16018	5	1110	125	2	1	1	5	111	135	1
16019	9	1122	113	1	1	1	3	111	131	2
16020	8	1122	114	1	1	1	5	111	137	2
16021	10	1210	111	1	1	1	5	120	138	1
16022	13	1121	112	1	1	1	3	120	111	2
16023	9	1121	112	1	1	1	2	111	134	2
16024	10	1140	112	1	1	3	5	111	135	2
16025	11	1122	114	1	1	1	5	111	137	2
16026	10	1121	112	1	1	1	2	111	134	2
16027	9	1140	113	1	1	1	2	111	138	4
16028	6	1110	113	1	1	1	2	111	135	1
16029	6	1131	112	1	1	1	2	111	138	1
16030	8	1122	114	1	1	1	3	111	138	2
16031	7	1132	113	1	1	1	1	111	122	1
16032	6	1121	112	1	1	1	5	120	111	2
16033	8	1122	114	1	1	1	3	111	135	2
16034	13	1121	112	1	1	1	3	120	122	2
16035	12	1210	111	1	1	1	1	111	135	4
16036	4	1110	125	1	1	1	3	112	131	1
16037	9	1122	125	1	1	1	3	111	122	2
16038	12	1121	112	1	1	1	2	120	133	2
16039	4	1110	114	1	1	1	2	111	139	1
16040	4	1110	113	1	1	1	2	112	132	1
16041	12	1121	112	1	1	1	5	111	135	2
16042	11	1122	113	1	1	1	3	111	135	2
16043	10	1122	114	1	1	1	5	111	138	2
16044	10	1121	112	1	1	1	3	111	138	2
16045	10	1121	112	1	1	1	2	111	138	2
16046	11	1122	113	1	1	1	2	111	138	2
16047	9	1122	114	1	1	1	4	111	136	2
16048	10	1131	112	1	1	1	5	111	135	1
16049	4	1110	114	1	1	1	2	112	131	1
16050	8	1122	113	1	1	1	4	111	137	2
16051	6	1132	114	2	1	1	3	112	135	1
16052	8	1110	112	1	1	1	2	111	122	1
16053	11	1131	112	1	1	1	5	111	138	4
16054	14	1122	113	1	1	1	2	120	111	2
16055	7	1131	112	1	1	1	3	111	139	1
16056	9	1121	112	1	1	1	3	111	122	2
16057	12	1131	112	1	1	1	4	111	136	1
16058	7	1122	113	1	1	1	2	111	122	2
16059	7	1122	125	1	1	1	2	120	111	2
16060	11	1121	112	1	1	1	3	111	138	2
16061	11	1122	114	1	1	1	2	111	134	2
16062	4	1110	114	1	1	1	3	112	131	1
16063	6	1210	111	1	1	1	3	111	133	1
16064	12	1121	112	1	1	1	2	111	131	2
16065	4	1110	125	1	1	1	3	112	131	1
16066	8	1140	114	1	1	1	3	111	136	4
16067	10	1122	114	1	1	1	2	111	122	2
16068	8	1122	114	2	1	1	3	120	131	2
16069	6	1131	112	1	1	1	3	111	135	1
16070	4	1210	111	1	1	1	3	111	131	1
16071	8	1122	114	1	1	1	3	111	134	2
16072	6	1210	111	1	1	1	3	111	131	1
16073	11	1121	112	1	1	1	3	111	124	2
16074	10	1122	114	1	1	1	1	111	133	2
16075	4	1110	114	1	1	1	1	112	131	1
16076	8	1122	113	1	1	1	3	111	131	2
16077	7	1121	112	1	1	1	5	111	133	2
16078	13	1121	112	1	1	1	3	111	135	2
16079	7	1122	113	1	1	1	5	111	134	2
16080	9	1122	126	1	1	1	5	111	137	2
16081	10	1121	112	1	1	1	1	111	138	2
16082	9	1121	112	2	1	1	5	111	135	2
16083	5	1131	112	1	1	1	3	111	138	1
16084	8	1122	114	1	1	1	5	111	137	2
16085	7	1122	114	1	1	1	3	111	138	2
16086	11	1121	112	1	1	1	3	111	136	2
16087	6	1122	113	1	1	1	3	111	136	2
16088	9	1122	125	1	1	1	3	111	122	2
16089	7	1122	113	1	1	1	5	111	138	2
16090	7	1122	125	1	1	1	3	111	139	2
16091	9	1210	111	1	1	3	5	111	131	4
16092	12	1122	113	1	1	1	3	111	135	2
16093	9	1122	114	1	1	1	5	111	137	2
16094	12	1122	113	1	1	1	2	120	134	2
16095	8	1122	113	1	1	1	2	111	133	2
16096	5	1131	112	1	1	1	3	112	122	1
16097	11	1220	112	1	1	1	5	111	136	2
16098	11	1121	112	1	1	1	3	120	131	2
16099	6	1131	112	1	1	1	0	111	138	1
16100	9	1122	114	1	1	1	2	111	136	2
16101	10	1121	112	1	1	1	2	111	132	2
16102	10	1122	113	1	1	1	3	111	136	2
16103	7	1131	112	1	1	1	3	111	132	1
16104	10	1122	113	1	1	1	3	120	131	2
16105	7	1122	114	1	1	3	3	111	122	2
16106	12	1121	112	1	3	3	0	111	132	2
16107	7	1122	114	1	1	1	1	111	131	2
16108	7	1210	111	1	1	1	2	111	136	1
16109	10	1122	114	1	1	1	4	111	122	2
16110	7	1122	113	1	1	1	3	111	137	2
16111	5	1220	114	1	1	1	4	111	135	1
16112	8	1121	112	1	1	1	5	111	122	2
16113	11	1122	125	1	1	1	5	111	139	2
16114	7	1122	114	1	1	1	3	111	133	2
16115	11	1122	113	1	1	1	5	111	137	2
16116	10	1122	113	1	1	1	3	111	136	2
16117	10	1122	114	1	1	1	5	111	136	2
16118	5	1131	112	1	1	1	5	111	122	1
16119	4	1110	125	1	1	1	2	112	131	1
16120	5	1131	112	1	1	1	5	112	132	1
16121	8	1122	125	1	1	1	3	111	132	2
16122	10	1140	112	1	1	1	3	111	131	4
16123	4	1110	114	1	1	1	3	111	135	1
16124	7	1122	113	2	1	1	3	111	124	2
16125	9	1122	113	1	1	1	3	111	122	2
16126	7	1121	112	1	1	1	5	111	135	2
16127	10	1122	113	1	1	1	2	111	137	2
16128	5	1131	112	1	1	1	3	111	131	1
16129	4	1110	126	1	1	1	2	112	139	1
16130	7	1210	111	1	1	1	2	111	122	1
16131	8	1132	114	1	1	1	3	111	131	1
16132	10	1122	125	1	1	1	5	111	122	2
16133	7	1210	111	1	1	1	5	111	137	1
16134	9	1122	114	1	1	1	5	111	138	2
16135	11	1121	112	1	1	1	2	120	111	2
16136	10	1122	113	1	1	1	2	111	138	2
16137	9	1122	114	1	1	1	5	111	137	2
16138	6	1132	114	1	1	1	2	111	131	1
16139	8	1122	125	1	1	2	1	111	138	2
16140	4	1110	114	1	1	1	1	112	111	1
16141	9	1122	125	1	1	1	3	111	138	2
16142	13	1121	112	1	1	1	5	111	137	2
16143	4	1110	125	1	1	1	2	112	131	1
16144	8	1122	114	1	1	1	2	111	131	2
16145	6	1122	113	1	1	1	5	111	137	2
16146	11	1122	126	1	1	1	3	120	124	2
16147	10	1122	114	1	1	1	5	111	131	2
16148	11	1122	113	1	1	1	2	111	139	2
16149	10	1131	112	1	1	3	0	111	132	4
16150	6	1122	114	1	1	1	2	111	131	2
16151	10	1121	112	1	1	1	3	111	138	2
16152	5	1110	114	1	1	1	2	112	135	1
16153	9	1140	112	1	1	1	5	111	138	1
16154	12	1131	112	1	1	1	5	111	137	3
16155	9	1122	114	1	1	1	3	111	132	2
16156	6	1110	113	1	1	1	5	111	122	1
16157	6	1121	112	1	1	1	3	111	124	2
16158	9	1122	114	1	1	1	3	111	133	2
16159	7	1121	112	1	1	1	5	111	135	2
16160	7	1121	112	1	1	1	3	111	131	2
16161	5	1110	113	1	1	1	2	111	122	1
16162	12	1121	112	1	1	1	3	111	135	2
16163	6	1210	111	1	1	1	5	111	137	1
16164	8	1122	125	1	1	1	5	111	134	2
16165	7	1122	114	1	1	1	2	111	131	2
16166	12	1110	112	1	1	3	5	111	137	1
16167	8	1122	114	1	1	1	2	111	136	2
16168	9	1122	113	1	1	1	5	111	136	2
16169	4	1110	114	1	1	1	3	112	138	1
16170	7	1132	113	1	1	1	5	111	135	1
16171	11	1121	112	1	1	1	3	120	131	2
16172	6	1121	112	1	1	1	2	111	134	2
16173	11	1122	113	1	1	1	5	111	137	2
16174	7	1121	112	1	1	1	5	111	138	2
16175	6	1131	112	1	1	1	3	111	139	1
16176	6	1131	112	1	1	1	5	111	137	1
16177	6	1121	112	1	1	1	3	111	136	2
16178	10	1122	125	1	1	3	1	111	132	2
16179	11	1121	112	1	1	1	2	111	124	2
16180	7	1122	114	1	1	1	3	111	136	2
16181	9	1121	112	1	1	1	5	111	135	2
16182	5	1122	114	1	1	1	2	111	135	2
16183	9	1122	114	1	1	1	5	111	122	2
16184	11	1121	112	1	1	1	2	111	131	2
16185	8	1122	126	1	1	1	5	111	133	2
16186	11	1121	112	1	1	1	5	111	137	2
16187	9	1131	112	1	1	1	3	111	124	4
16188	10	1122	125	1	1	1	5	111	136	2
16189	8	1122	114	1	1	1	3	120	111	2
16190	9	1122	114	1	1	1	3	111	136	2
16191	9	1122	125	1	1	1	3	120	131	2
16192	5	1110	114	1	1	1	3	112	131	1
16193	8	1210	111	1	1	1	3	111	131	1
16194	10	1122	126	1	1	1	2	111	133	2
16195	7	1132	114	1	1	1	3	111	138	1
16196	12	1131	112	1	1	1	5	111	136	4
16197	11	1122	114	1	1	1	5	111	137	2
16198	5	1110	113	1	1	1	3	111	131	1
16199	7	1131	112	1	1	1	3	120	139	1
16200	10	1122	114	1	1	1	5	111	136	2
16201	7	1210	111	1	1	1	5	111	137	1
16202	10	1122	114	1	1	1	5	111	134	2
16203	7	1122	113	1	1	1	2	111	131	2
16204	8	1121	112	1	1	1	5	111	122	2
16205	10	1122	126	1	1	1	3	111	136	2
16206	8	1131	112	1	1	1	5	111	135	1
16207	6	1131	112	1	1	1	3	111	131	1
16208	9	1122	125	1	1	1	5	120	138	2
16209	7	1121	112	1	1	1	1	111	122	2
16210	6	1122	114	1	1	1	3	111	131	2
16211	9	1122	114	1	1	1	4	111	131	2
16212	11	1122	114	1	1	1	5	111	131	2
16213	8	1121	112	1	1	1	3	111	133	2
16214	9	1122	114	1	1	1	2	111	131	2
16215	9	1140	113	1	1	3	2	111	136	1
16216	7	1122	113	1	1	1	5	111	138	2
16217	9	1121	112	1	1	1	3	111	136	2
16218	10	1122	125	1	1	1	3	111	138	2
16219	12	1210	111	1	1	3	1	111	138	4
16220	9	1122	113	1	1	1	3	111	124	2
16221	8	1122	114	1	1	1	2	120	132	2
16222	4	1110	114	1	1	1	1	112	131	1
16223	11	1210	111	1	1	1	5	111	138	4
16224	9	1122	114	1	2	2	5	111	137	2
16225	10	1210	111	1	1	1	3	111	122	4
16226	6	1210	111	1	1	1	2	111	135	1
16227	12	1121	112	1	1	1	3	120	139	2
16228	5	1110	113	1	1	1	3	111	134	1
16229	7	1122	113	2	1	1	3	111	137	2
16230	10	1121	112	1	1	1	2	111	135	2
16231	9	1122	125	1	1	1	5	120	138	2
16232	12	1122	114	1	1	1	5	111	137	2
16233	10	1122	114	1	1	1	2	111	131	2
16234	5	1210	111	1	1	1	3	112	135	1
16235	10	1132	114	1	1	1	5	111	137	1
16236	9	1122	114	1	1	1	1	111	135	2
16237	8	1122	126	1	1	1	2	111	133	2
16238	8	1122	125	1	1	1	2	111	138	2
16239	11	1122	114	1	1	1	5	111	131	2
16240	5	1131	112	2	1	1	3	112	132	1
16241	5	1110	112	1	1	1	3	112	138	1
16242	8	1132	114	1	1	1	5	111	137	1
16243	4	1110	114	1	1	1	3	112	131	1
16244	12	1122	113	1	1	1	5	111	137	2
16245	10	1122	126	1	1	1	3	111	124	2
16246	9	1122	125	1	1	1	3	120	132	2
16247	8	1122	126	1	1	1	5	111	136	2
16248	7	1122	113	1	1	1	3	111	132	2
16249	9	1132	113	1	1	1	3	111	136	4
16250	12	1121	112	1	1	1	3	111	131	2
16251	10	1122	114	1	2	2	5	111	136	2
16252	7	1122	114	1	1	1	5	111	134	2
16253	11	1210	111	1	1	1	3	111	138	4
16254	7	1122	114	1	1	1	2	111	135	2
16255	7	1140	112	1	1	3	3	111	135	1
16256	12	1121	112	1	1	1	3	111	124	2
16257	10	1132	114	1	1	1	5	111	131	4
16258	6	1121	112	1	1	1	5	111	135	2
16259	8	1122	125	1	1	1	5	111	135	2
16260	6	1131	112	1	1	1	2	111	135	1
16261	4	1131	112	1	1	1	3	111	135	1
16262	9	1122	125	1	1	1	5	111	136	2
16263	6	1122	113	1	1	1	5	111	138	2
16264	7	1122	114	1	1	1	5	111	136	2
16265	9	1132	114	1	1	1	5	111	135	1
16266	8	1122	114	1	1	1	5	111	138	2
16267	10	1121	112	1	1	1	5	111	132	2
16268	12	1121	112	1	1	1	4	111	131	2
16269	6	1131	112	1	1	1	3	111	138	1
16270	9	1122	126	1	1	1	5	111	137	2
16271	10	1122	113	1	1	1	2	111	138	2
16272	9	1122	114	1	1	1	3	111	136	2
16273	12	1122	113	1	1	1	2	111	138	2
16274	7	1131	112	1	1	1	5	111	122	1
16275	4	1110	125	1	1	1	3	112	131	1
16276	7	1131	112	1	1	1	5	111	122	1
16277	4	1132	113	1	1	1	2	111	135	4
16278	10	1122	125	1	1	1	3	111	138	2
16279	11	1210	111	1	1	1	2	111	137	3
16280	11	1122	114	1	3	3	5	111	135	2
16281	5	1110	126	1	1	1	3	112	131	1
16282	7	1121	112	1	1	1	4	111	138	2
16283	7	1121	112	1	1	1	4	111	122	2
16284	7	1121	112	1	1	1	5	111	124	2
16285	10	1122	114	1	1	1	3	111	136	2
16286	4	1110	114	1	1	1	2	112	131	1
16287	4	1110	114	1	1	2	2	111	131	1
16288	8	1210	111	1	1	1	5	111	138	1
16289	11	1121	113	1	1	1	5	111	137	2
16290	4	1110	113	1	1	1	2	112	131	1
16291	4	1110	114	1	1	1	2	112	131	1
16292	6	1210	111	1	1	1	3	111	131	4
16293	11	1131	112	1	1	2	3	111	131	4
16294	9	1122	114	1	1	1	2	111	131	2
16295	11	1122	114	1	1	1	5	111	137	2
16296	12	1121	112	1	1	1	2	111	134	2
16297	11	1121	112	1	1	1	4	111	139	2
16298	6	1131	112	1	1	2	5	111	135	1
16299	11	1122	114	1	1	1	3	111	136	2
16300	8	1122	114	1	1	1	5	111	111	2
16301	4	1110	114	1	1	1	1	112	135	1
16302	8	1131	112	1	1	1	3	111	133	4
16303	6	1110	112	1	1	1	2	111	131	1
16304	9	1122	113	1	1	1	5	111	136	2
16305	6	1131	112	1	2	2	5	111	137	1
16306	9	1122	114	1	1	1	1	111	133	2
16307	11	1122	113	1	1	1	2	111	139	2
16308	9	1121	112	1	1	1	5	111	136	2
16309	10	1140	112	1	1	1	1	111	124	4
16310	8	1132	114	1	1	1	3	111	136	1
16311	9	1122	114	1	1	1	3	111	136	2
16312	10	1210	111	1	1	1	5	111	138	2
16313	7	1132	113	1	1	1	2	111	139	1
16314	9	1122	114	1	1	1	5	111	135	2
16315	8	1210	111	1	1	1	5	111	135	1
16316	7	1122	113	1	1	1	5	111	122	2
16317	10	1132	113	1	1	1	5	111	135	1
16318	8	1122	114	1	1	1	3	111	131	2
16319	10	1122	113	1	1	1	5	111	136	2
16320	5	1110	125	1	1	1	2	112	138	1
16321	12	1121	112	1	1	1	3	111	136	2
16322	6	1210	111	1	1	1	3	111	131	1
16323	10	1121	112	1	1	1	2	111	122	2
16324	5	1110	114	1	1	1	3	111	135	1
16325	4	1110	125	1	1	1	2	112	135	1
16326	5	1110	114	1	1	1	4	111	135	1
16327	11	1121	112	1	1	1	2	111	131	2
16328	9	1122	114	1	1	1	5	111	137	2
16329	6	1131	112	1	1	1	5	111	137	1
16330	9	1122	113	1	1	1	2	111	136	2
16331	12	1121	112	1	1	1	3	111	122	2
16332	5	1131	112	1	1	1	3	111	133	1
16333	11	1140	113	1	1	1	2	111	131	4
16334	9	1122	114	1	1	1	5	111	138	2
16335	4	1110	114	1	1	1	2	111	131	1
16336	8	1210	111	1	1	1	3	111	138	1
16337	8	1132	114	1	1	1	1	111	131	4
16338	8	1122	114	1	1	1	5	111	137	2
16339	10	1122	114	1	1	1	5	111	136	2
16340	6	1122	114	1	1	1	2	111	131	2
16341	9	1110	113	1	1	1	4	111	122	1
16342	9	1122	125	1	1	3	1	111	111	2
16343	11	1122	113	1	1	1	2	111	131	2
16344	8	1122	114	1	1	1	3	111	131	2
16345	4	1110	114	1	1	1	2	111	131	1
16346	10	1122	113	1	1	1	3	111	138	2
16347	9	1140	113	1	1	1	5	111	136	1
16348	6	1210	111	1	1	3	2	111	135	1
16349	12	1210	111	1	1	1	3	111	134	4
16350	6	1210	111	1	1	1	5	111	135	1
16351	10	1122	114	1	1	1	5	111	137	2
16352	6	1131	112	1	1	1	3	111	131	1
16353	5	1210	111	1	1	1	3	112	122	1
16354	11	1121	112	1	1	1	1	111	137	2
16355	10	1210	111	1	1	1	5	120	138	1
16356	9	1132	114	1	1	1	3	111	131	4
16357	7	1132	114	1	1	1	0	111	139	1
16358	8	1122	125	1	1	1	5	111	138	2
16359	7	1122	114	1	1	1	5	111	136	2
16360	11	1210	111	1	1	1	3	111	122	4
16361	6	1210	111	1	1	1	3	111	131	1
16362	8	1140	112	1	1	3	3	111	135	1
16363	9	1122	114	1	1	1	2	111	135	2
16364	8	1122	114	1	1	1	1	111	132	2
16365	9	1122	114	1	1	3	3	111	135	2
16366	11	1122	114	1	1	1	5	111	122	2
16367	9	1122	114	1	1	1	5	111	138	2
16368	7	1122	114	1	1	3	4	111	122	2
16369	10	1121	112	1	1	1	5	111	122	2
16370	6	1131	112	1	1	1	3	111	138	1
16371	11	1121	112	1	1	1	2	111	138	2
16372	5	1110	114	1	1	1	3	111	135	1
16373	10	1122	113	1	1	1	5	111	131	2
16374	9	1122	114	1	1	1	3	111	122	2
16375	12	1121	112	1	1	1	5	111	122	2
16376	9	1122	125	1	1	1	3	111	132	2
16377	8	1122	114	1	1	1	5	111	124	2
16378	10	1122	125	1	1	1	3	111	136	2
16379	6	1131	112	1	1	1	2	111	135	1
16380	8	1122	113	1	1	1	5	111	138	2
16381	5	1110	113	1	1	1	2	111	131	1
16382	9	1131	112	1	1	1	2	111	131	4
16383	11	1121	112	1	1	1	3	120	138	2
16384	11	1121	112	1	1	1	4	120	135	2
16385	11	1122	113	1	1	1	2	111	133	2
16386	9	1122	114	1	1	1	2	111	136	2
16387	11	1132	113	1	1	1	3	111	136	4
16388	4	1110	125	1	1	1	3	112	131	1
16389	5	1210	111	1	1	1	3	112	131	1
16390	10	1122	125	1	1	1	3	111	137	2
16391	9	1122	114	1	1	1	2	111	131	2
16392	8	1122	114	1	1	1	5	111	135	2
16393	7	1210	111	1	1	1	3	111	135	1
16394	5	1131	112	1	1	1	3	111	131	1
16395	9	1131	112	1	1	1	5	111	122	1
16396	9	1122	113	1	1	1	2	111	122	2
16397	9	1122	126	1	1	3	5	111	122	2
16398	10	1121	112	1	1	1	1	111	133	2
16399	8	1122	114	1	1	1	3	111	132	2
16400	11	1122	113	1	1	1	3	111	131	2
16401	7	1122	114	1	1	1	5	111	138	2
16402	7	1140	112	1	1	1	3	111	131	1
16403	7	1210	111	1	1	1	5	111	138	1
16404	7	1131	112	1	1	1	5	111	138	1
16405	12	1121	112	2	1	1	1	111	122	2
16406	11	1132	113	1	1	1	5	111	136	4
16407	10	1140	112	1	1	1	5	111	137	4
16408	4	1110	113	1	1	1	2	112	131	1
16409	7	1110	113	1	1	1	3	111	131	1
16410	6	1110	113	1	1	1	5	111	135	1
16411	7	1122	125	1	1	1	5	111	136	2
16412	8	1122	114	1	1	1	2	111	135	2
16413	10	1121	112	1	1	1	4	111	137	2
16414	7	1132	114	1	1	1	5	111	133	1
16415	8	1131	112	1	1	1	3	111	136	4
16416	8	1122	113	1	1	1	5	111	135	2
16417	10	1140	113	1	1	1	2	111	131	4
16418	4	1110	113	1	1	1	3	111	131	1
16419	5	1210	111	1	1	1	3	111	131	1
16420	7	1121	112	1	1	1	3	111	135	2
16421	12	1210	111	1	1	1	4	111	136	4
16422	10	1122	114	1	1	1	4	111	133	2
16423	6	1122	113	1	1	1	2	111	131	2
16424	8	1122	125	1	3	3	5	111	137	2
16425	10	1121	112	1	1	1	2	111	139	2
16426	6	1122	113	1	1	1	3	111	132	2
16427	10	1122	125	1	1	1	5	111	139	2
16428	7	1210	111	1	1	1	3	111	131	2
16429	11	1121	112	1	1	1	3	120	131	2
16430	8	1122	126	1	1	1	3	111	122	2
16431	7	1132	114	1	1	1	3	111	138	4
16432	6	1132	113	1	1	1	3	111	139	1
16433	10	1122	113	1	1	1	5	111	131	2
16434	5	1131	112	1	1	1	3	111	131	1
16435	10	1122	114	1	1	1	5	111	124	2
16436	9	1122	114	1	1	1	5	111	136	2
16437	10	1122	114	1	1	1	2	111	135	2
16438	10	1122	114	1	1	1	5	111	137	2
16439	5	1131	112	1	1	1	3	111	138	1
16440	10	1122	113	1	1	1	3	111	136	2
16441	8	1122	125	1	1	1	3	111	133	2
16442	8	1122	114	1	1	1	2	111	134	2
16443	9	1122	126	1	1	1	2	111	132	2
16444	12	1121	112	1	1	1	5	111	136	2
16445	11	1121	112	1	1	1	2	120	137	2
16446	11	1121	112	1	1	1	3	111	122	2
16447	13	1121	112	1	1	1	2	120	111	2
16448	6	1110	112	1	1	1	5	111	131	1
16449	9	1122	114	1	1	1	2	111	138	2
16450	10	1122	125	1	1	1	2	111	132	2
16451	10	1122	113	1	1	1	5	111	137	2
16452	11	1122	113	1	1	1	5	111	137	2
16453	9	1122	126	1	1	1	3	111	136	2
16454	12	1121	112	1	1	1	3	120	131	2
16455	5	1110	113	1	1	1	5	111	137	1
16456	10	1122	114	1	1	1	2	111	135	2
16457	11	1121	112	1	1	1	2	111	138	2
16458	12	1121	112	1	1	1	2	111	131	2
16459	7	1122	114	1	1	1	3	111	138	2
16460	10	1122	113	1	1	1	2	111	133	2
16461	9	1122	125	1	1	1	1	111	122	2
16462	10	1122	114	1	1	1	5	111	137	2
16463	11	1210	111	1	1	1	5	111	138	4
16464	6	1210	111	1	1	1	2	111	131	1
16465	4	1110	125	1	1	1	3	112	135	1
16466	9	1122	125	1	1	1	2	111	136	2
16467	11	1210	111	1	1	1	3	111	136	1
16468	12	1121	112	1	1	1	2	111	135	2
16469	10	1121	112	1	1	1	2	111	132	2
16470	10	1210	111	1	2	2	3	111	131	2
16471	9	1122	114	1	1	1	3	120	111	2
16472	7	1210	111	1	1	1	3	111	135	1
16473	5	1110	114	1	1	1	1	112	133	1
16474	12	1121	112	1	1	1	1	111	138	2
16475	5	1110	114	1	1	1	3	111	131	1
16476	9	1121	112	1	1	3	1	111	136	2
16477	4	1110	125	1	1	1	2	112	135	1
16478	10	1131	112	1	1	1	3	120	139	4
16479	10	1122	113	1	1	1	3	111	135	2
16480	5	1210	111	2	1	1	2	112	133	1
16481	8	1121	112	1	1	1	2	111	124	2
16482	5	1131	112	1	1	1	3	112	131	1
16483	7	1131	112	1	1	1	5	111	135	1
16484	10	1122	125	1	1	1	3	111	138	2
16485	7	1131	112	1	1	1	3	111	131	1
16486	9	1122	113	1	1	1	3	111	122	2
16487	5	1210	111	1	1	1	4	112	138	1
16488	6	1121	113	1	3	3	5	112	137	2
16489	8	1110	113	1	1	1	5	120	139	1
16490	7	1132	114	1	1	1	4	111	135	1
16491	8	1122	125	1	1	1	3	111	139	2
16492	8	1122	114	1	1	1	3	111	138	2
16493	9	1131	112	1	1	1	1	111	135	4
16494	10	1210	111	1	1	1	5	111	137	1
16495	10	1122	125	1	2	2	3	111	135	2
16496	11	1122	114	1	1	1	5	111	137	2
16497	4	1110	125	1	1	1	2	111	131	1
16498	7	1210	111	1	1	1	2	111	138	1
16499	11	1121	112	1	1	1	5	111	135	2
16500	12	1121	112	1	1	1	2	111	135	2
16501	5	1122	113	1	1	1	3	111	138	2
16502	5	1131	112	1	1	1	4	111	135	1
16503	5	1110	113	1	1	1	5	111	138	1
16504	9	1122	113	1	1	1	5	111	139	2
16505	10	1122	114	1	1	1	3	111	137	2
16506	8	1132	114	1	1	1	3	111	136	1
16507	7	1122	114	1	1	1	3	120	131	2
16508	9	1122	125	1	1	1	5	111	137	2
16509	5	1122	113	1	1	1	2	120	132	2
16510	9	1122	114	1	1	1	5	111	122	2
16511	11	1122	113	1	1	1	5	111	137	2
16512	4	1110	125	1	1	1	2	112	131	1
16513	4	1220	113	1	1	1	3	112	131	1
16514	10	1131	112	1	1	1	2	111	131	4
16515	6	1122	113	1	1	1	3	111	138	2
16516	10	1122	125	1	1	1	5	111	137	2
16517	6	1122	113	1	1	1	3	111	131	2
16518	8	1122	126	1	1	1	5	111	136	2
16519	7	1122	125	1	1	1	5	111	133	2
16520	7	1210	111	1	1	1	3	111	131	1
16521	8	1210	111	1	1	2	3	111	135	1
16522	4	1110	125	1	1	1	2	111	131	1
16523	7	1110	114	1	1	1	3	111	134	1
16524	6	1210	111	2	1	1	3	111	133	1
16525	11	1121	112	1	1	1	2	111	122	2
16526	9	1122	125	1	1	1	3	120	131	2
16527	11	1122	113	1	1	1	2	111	134	2
16528	9	1140	112	1	1	3	5	120	138	4
16529	11	1121	112	1	1	1	2	111	122	2
16530	10	1122	125	1	1	1	5	111	137	2
16531	8	1122	125	1	1	1	5	111	131	2
16532	9	1122	125	1	1	1	3	111	135	2
16533	8	1122	114	1	1	1	2	111	131	2
16534	10	1122	113	1	1	1	5	111	135	2
16535	8	1122	114	1	1	1	3	111	132	2
16536	12	1122	126	1	1	1	3	111	137	2
16537	10	1122	114	1	1	3	2	111	122	2
16538	8	1122	113	1	1	1	1	111	135	2
16539	10	1122	114	1	1	1	2	111	124	2
16540	5	1110	113	1	1	1	3	112	136	1
