	index	sex	origin_cluster	degree_cluster	LSAT	UGPA	ZFYA	birth_date	major	Zcum	attempts	sander_index	region_first_FW	region_first_GL	region_first_MS	region_first_MW	region_first_Mt	region_first_NE	region_first_NG	region_first_NW	region_first_PO	region_first_SC	region_first_SE	region_first_nan	region_last_FW	region_last_GL	region_last_MS	region_last_MW	region_last_Mt	region_last_NE	region_last_NG	region_last_NW	region_last_PO	region_last_SC	region_last_SE	region_last_nan
4528	5920	2	3.0	3.0	35.0	2.8	-0.02	69.16666666666667	2.0	-0.85	1.0	0.7041666666666666	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4529	5922	2	3.0	3.0	33.0	2.8	0.75	68.66666666666667	2.0	1.28	1.0	0.6791666666666667	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4530	5926	1	3.0	1.0	33.0	2.8	2.79	58.75	2.0	0.46	1.0	0.6791666666666667	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4531	5927	1	3.0	3.0	33.0	3.1	-0.78	69.0	2.0	0.07677811394287472	2.0	0.7077380952380952	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4532	5929	2	3.0	3.0	35.0	3.0	-0.23	68.75	1.0	-1.09	2.0	0.7232142857142857	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4533	5931	2	3.0	3.0	37.0	2.5	0.92	67.83333333333333	2.0	-0.23	1.0	0.7005952380952382	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4534	5932	2	3.0	3.0	31.0	3.1	0.31	69.66666666666667	2.0	0.12	1.0	0.6827380952380953	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4535	5933	2	3.0	3.0	35.0	2.9	-0.07	69.75	3.0	-0.58	1.0	0.7136904761904761	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4536	5934	1	3.0	3.0	41.0	2.3	0.01	63.5	1.0	-0.49	2.0	0.731547619047619	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4537	5936	2	3.0	3.0	32.3	2.7	0.71	66.25	2.0	0.82	1.0	0.6608928571428572	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4538	5939	2	3.0	3.0	28.0	2.8	-0.49	64.58333333333333	3.0	-1.46	1.0	0.6166666666666667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4539	5940	1	3.0	3.0	35.0	2.7	-1.03	64.66666666666667	2.0	-0.4	1.0	0.6946428571428571	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4540	5941	2	3.0	3.0	32.0	2.4	-1.04	68.66666666666667	3.0	-1.33	1.0	0.6285714285714286	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4541	5944	2	3.0	3.0	31.0	3.1	-0.19	62.25	1.0	-0.83	1.0	0.6827380952380953	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4542	5947	1	3.0	3.0	34.0	2.6	0.71	69.16666666666667	3.0	0.36	1.0	0.6726190476190477	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4543	5948	2	3.0	3.0	30.5	3.0	1.31	69.25	3.0	0.65	1.0	0.6669642857142857	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4544	5950	2	3.0	3.0	37.0	2.2	-0.47	59.916666666666664	1.0	-0.9	2.0	0.6720238095238096	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4545	5956	2	3.0	5.0	37.0	2.7	1.88	64.75	2.0	0.07677811394287472	1.0	0.7196428571428573	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4546	5957	1	3.0	3.0	31.0	2.8	-0.98	64.08333333333333	3.0	-1.17	2.0	0.6541666666666667	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4547	5959	2	3.0	3.0	37.0	2.5	-0.01	61.25	1.0	0.51	1.0	0.7005952380952382	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4548	5961	2	3.0	3.0	32.5	2.6	0.49	63.416666666666664	2.0	1.5	1.0	0.6538690476190476	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4549	5966	2	3.0	3.0	30.0	3.3	-1.06	48.0	1.0	-1.03	2.0	0.6892857142857143	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4550	5971	2	3.0	3.0	30.0	2.7	0.9	62.083333333333336	2.0	0.28	1.0	0.6321428571428571	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4551	5974	2	3.0	3.0	27.0	2.8	0.99	56.25	2.333299196067387	-0.1	1.0	0.6041666666666666	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4552	5975	2	3.0	3.0	30.0	2.6	-0.9	63.416666666666664	3.0	-0.87	2.0	0.6226190476190476	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4553	5978	1	3.0	3.0	34.0	3.1	0.17	66.5	2.0	-0.02	1.0	0.7202380952380952	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4554	5981	2	3.0	3.0	26.5	2.9	-0.03	62.666666666666664	3.0	-0.51	1.0	0.6074404761904761	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4555	5982	1	3.0	3.0	39.0	2.6	0.87	48.666666666666664	1.0	0.5	1.0	0.7351190476190477	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4556	5984	2	3.0	3.0	44.0	1.5	1.88	58.416666666666664	1.0	1.42	1.0	0.6928571428571428	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4557	5985	2	3.0	3.0	37.0	2.8	0.38	67.58333333333333	2.0	-0.7	1.0	0.7291666666666667	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4558	5987	1	3.0	3.0	42.0	1.7	0.57	66.41666666666667	1.0	1.47	1.0	0.6869047619047619	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4559	5988	2	3.0	3.0	33.0	2.7	1.2	50.916666666666664	4.0	1.67	1.0	0.6696428571428572	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4560	5989	2	3.0	3.0	33.5	3.2	-0.52	68.33333333333333	1.0	-0.55	1.0	0.7235119047619047	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4561	5990	2	3.0	3.0	33.0	3.0	0.47	70.0	2.0	-0.04	1.0	0.6982142857142857	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4562	5993	1	3.0	3.0	32.7	2.4	0.47	66.58333333333333	6.0	0.36	1.0	0.6373214285714286	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4563	5994	2	3.0	3.0	35.0	3.0	-0.8	57.0	3.0	-0.3	1.0	0.7232142857142857	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4564	5995	1	3.0	3.0	27.0	3.5	-0.17	68.41666666666667	2.0	-0.2	1.0	0.6708333333333333	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4565	5997	2	3.0	3.0	35.0	2.7	0.82	66.58333333333333	2.333299196067387	1.44	1.0	0.6946428571428571	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4566	5998	2	3.0	3.0	24.0	2.4	-1.37	68.58333333333333	2.0	-2.26	2.0	0.5285714285714286	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4567	5999	1	3.0	3.0	27.5	3.0	1.45	67.33333333333333	2.0	0.87	1.0	0.6294642857142857	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4568	6000	1	3.0	3.0	29.5	2.9	-0.84	45.583333333333336	8.0	-0.86	1.0	0.6449404761904762	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4569	6001	2	3.0	3.0	39.0	2.8	-0.31	68.58333333333333	2.0	-0.39	1.0	0.7541666666666667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4570	6002	2	3.0	3.0	34.0	3.1	1.73	61.25	3.0	2.15	1.0	0.7202380952380952	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4571	6003	2	3.0	3.0	32.0	2.8	-0.38	68.0	2.0	-0.21	1.0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4572	6004	2	3.0	1.0	35.5	3.3	1.03	68.16666666666667	2.0	0.48	1.0	0.7580357142857144	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4573	6005	2	3.0	3.0	40.0	2.5	-0.52	60.666666666666664	5.0	-0.72	1.0	0.7380952380952381	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4574	6007	2	3.0	3.0	34.0	2.6	0.25	67.58333333333333	2.333299196067387	0.38	1.0	0.6726190476190477	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4575	6009	2	3.0	3.0	34.0	3.2	-0.03	57.333333333333336	3.0	-0.19	1.0	0.7297619047619048	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4576	6011	2	3.0	3.0	29.5	3.6	0.47	64.25	2.0	0.36	1.0	0.7116071428571429	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4577	6012	2	3.0	3.0	41.0	2.5	0.33	65.0	3.0	1.09	1.0	0.7505952380952381	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4578	6014	1	3.0	3.0	28.0	3.2	-0.52	68.41666666666667	3.0	-1.43	2.0	0.6547619047619049	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4579	6015	2	3.0	3.0	33.0	3.2	1.1	69.41666666666667	3.0	0.76	1.0	0.7172619047619048	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4580	6018	2	3.0	3.0	24.0	3.1	-0.24	66.91666666666667	3.0	-1.2	2.0	0.5952380952380952	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4581	6019	2	3.0	3.0	30.0	3.2	-0.8	51.5	2.0	-0.7	1.0	0.6797619047619048	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4582	6023	2	3.0	3.0	37.0	2.7	2.09	58.333333333333336	3.0	1.8	1.0	0.7196428571428573	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4583	6024	2	3.0	3.0	31.0	2.4	-0.31	68.33333333333333	3.0	-0.27	1.0	0.6160714285714286	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4584	6026	2	3.0	3.0	35.0	3.2	-0.1	64.16666666666667	5.0	-0.89	1.0	0.7422619047619048	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4585	6027	2	3.0	3.0	37.0	2.3	-0.1	61.416666666666664	2.0	-0.23	2.0	0.6815476190476191	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4586	6028	1	3.0	3.0	31.0	2.6	-0.52	69.83333333333333	1.0	-1.09	1.0	0.6351190476190476	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4587	6029	1	3.0	3.0	37.0	3.0	1.17	69.0	1.0	1.17	1.0	0.7482142857142857	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4588	6031	2	3.0	3.0	36.0	3.7	1.58	66.33333333333333	3.0	1.52	1.0	0.8023809523809524	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4589	6033	1	3.0	3.0	30.0	3.8	-0.52	58.083333333333336	2.0	-1.8	1.0	0.736904761904762	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4590	6034	1	3.0	3.0	35.0	3.1	0.25	69.41666666666667	2.333299196067387	-0.02	1.0	0.7327380952380952	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4591	6035	1	3.0	3.0	39.0	2.5	-0.1	66.08333333333333	3.0	0.04	1.0	0.7255952380952381	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4592	6036	2	3.0	3.0	36.0	2.7	0.75	68.16666666666667	3.0	1.26	1.0	0.7071428571428571	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4593	6037	2	3.0	3.0	34.0	2.1	0.47	65.58333333333333	3.0	-0.95	1.0	0.625	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4594	6038	1	3.0	3.0	30.3	3.4	2.09	66.16666666666667	2.0	1.82	1.0	0.7025595238095237	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4595	6039	2	3.0	3.0	19.5	2.9	0.11	69.16666666666667	2.0	-0.33	1.0	0.5199404761904762	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4596	6040	2	3.0	3.0	33.0	2.6	-0.66	46.666666666666664	3.0	-1.31	1.0	0.6601190476190476	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4597	6041	2	3.0	3.0	34.0	3.0	-0.59	69.58333333333333	2.0	-1.12	1.0	0.7107142857142857	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4598	6042	2	3.0	3.0	31.5	2.6	0.47	67.83333333333333	3.0	-0.97	1.0	0.6413690476190477	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4599	6043	2	3.0	3.0	37.0	2.5	-0.8	69.41666666666667	3.0	-1.2	1.0	0.7005952380952382	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4600	6044	2	3.0	3.0	40.0	3.4	0.47	68.25	3.0	0.85	1.0	0.8238095238095238	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4601	6045	1	3.0	3.0	36.0	2.7	0.33	68.5	2.0	-0.49	1.0	0.7071428571428571	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4602	6046	2	3.0	3.0	33.0	2.7	-0.03	65.25	3.0	-0.3	1.0	0.6696428571428572	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4603	6047	2	3.0	3.0	31.3	3.3	-0.73	68.66666666666667	2.0	-0.21	1.0	0.7055357142857143	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4604	6048	2	3.0	3.0	42.0	2.1	0.25	65.08333333333333	3.0	-0.01	1.0	0.7250000000000001	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4605	6049	1	3.0	3.0	34.0	2.9	0.33	64.66666666666667	3.0	-0.73	1.0	0.7011904761904761	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4606	6050	2	3.0	3.0	32.0	2.6	0.89	66.41666666666667	2.0	0.87	1.0	0.6476190476190475	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4607	6051	1	3.0	3.0	28.0	3.5	0.61	68.41666666666667	1.0	0.15	1.0	0.6833333333333333	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4608	6052	1	3.0	3.0	33.0	3.8	1.52	57.833333333333336	6.0	1.28	1.0	0.7744047619047618	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4609	6053	2	3.0	3.0	25.0	2.5	-0.52	54.25	2.0	-0.71	1.0	0.5505952380952381	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4610	6054	2	3.0	3.0	37.0	3.5	0.47	67.08333333333333	3.0	-0.1	1.0	0.7958333333333334	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4611	6055	2	3.0	3.0	40.0	2.7	0.75	69.91666666666667	2.0	-0.2	1.0	0.7571428571428571	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4612	6056	2	3.0	3.0	24.5	3.1	0.33	67.41666666666667	2.0	-0.25	1.0	0.6014880952380952	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4613	6057	2	3.0	3.0	40.0	2.1	-0.41	62.916666666666664	3.0	-0.69	1.0	0.7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4614	6058	2	3.0	3.0	35.0	3.1	-0.52	65.58333333333333	2.333299196067387	-0.05	1.0	0.7327380952380952	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4615	6060	1	3.0	3.0	31.0	3.0	-2.71	52.083333333333336	2.0	-0.59	1.0	0.6732142857142858	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4616	6061	1	3.0	3.0	31.0	3.3	-0.87	69.83333333333333	2.0	-1.6	1.0	0.7017857142857142	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4617	6062	2	3.0	3.0	34.0	3.0	-1.02	63.666666666666664	2.333299196067387	-1.13	3.0	0.7107142857142857	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4618	6066	1	3.0	3.0	23.0	2.3	-0.03	58.083333333333336	7.0	-0.2	1.0	0.506547619047619	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4619	6067	2	3.0	3.0	37.0	1.7	0.82	58.416666666666664	8.0	0.87	1.0	0.6244047619047619	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4620	6068	2	3.0	3.0	36.0	2.6	0.47	67.5	2.0	0.57	1.0	0.6976190476190476	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4621	6069	2	3.0	3.0	33.0	3.4	1.03	59.583333333333336	2.0	1.08	1.0	0.7363095238095237	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4622	6070	1	3.0	3.0	33.0	3.0	-1.02	63.583333333333336	2.0	0.0	2.0	0.6982142857142857	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4623	6071	2	3.0	3.0	37.0	2.9	0.39	66.08333333333333	3.0	0.73	1.0	0.7386904761904762	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4624	6072	1	3.0	3.0	38.0	2.6	0.11	49.0	1.0	0.95	1.0	0.7226190476190476	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4625	6073	1	3.0	3.0	32.0	2.8	-0.85	68.41666666666667	2.0	-0.16	1.0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4626	6075	2	3.0	3.0	29.0	3.0	0.1446042436825847	69.08333333333333	2.0	0.07677811394287472	1.0	0.6482142857142857	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4627	6076	2	3.0	3.0	30.0	2.9	0.18	64.16666666666667	2.0	0.06	1.0	0.6511904761904762	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4628	6077	2	3.0	3.0	36.0	2.5	0.75	61.0	3.0	0.65	1.0	0.6880952380952381	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4629	6078	2	3.0	3.0	38.0	2.8	0.25	58.166666666666664	3.0	1.05	1.0	0.7416666666666667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4630	6079	1	3.0	3.0	32.0	4.0	-0.31	56.25	2.0	-0.1	1.0	0.7809523809523808	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4631	6080	1	3.0	3.0	35.0	2.8	-0.59	70.0	2.0	-0.4	1.0	0.7041666666666666	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4632	6081	2	3.0	3.0	37.0	2.9	-0.24	67.0	1.0	-0.06	1.0	0.7386904761904762	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4633	6082	1	3.0	3.0	37.0	3.2	0.68	54.833333333333336	2.0	1.47	1.0	0.7672619047619048	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4634	6083	2	3.0	3.0	42.0	3.5	2.37	62.25	3.0	2.83	1.0	0.8583333333333334	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4635	6084	1	3.0	3.0	24.0	2.9	-0.31	69.33333333333333	1.0	-1.04	1.0	0.5761904761904761	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4636	6087	2	3.0	3.0	37.0	2.6	0.75	64.66666666666667	3.0	0.5	1.0	0.7101190476190476	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4637	6088	2	3.0	3.0	34.0	2.9	-0.73	69.58333333333333	2.0	-1.01	2.0	0.7011904761904761	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4638	6089	1	3.0	3.0	27.0	3.3	0.39	69.08333333333333	2.0	0.27	1.0	0.6517857142857142	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4639	6090	2	3.0	3.0	34.0	2.9	-0.03	53.583333333333336	3.0	-0.7	1.0	0.7011904761904761	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4640	6091	1	3.0	3.0	33.0	3.1	-1.16	69.25	2.0	-0.53	1.0	0.7077380952380952	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4641	6092	1	3.0	3.0	32.0	3.0	1.1	60.833333333333336	3.0	1.37	1.0	0.6857142857142857	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4642	6093	2	3.0	3.0	24.3	3.1	0.47	68.41666666666667	2.0	-0.12	1.0	0.5989880952380953	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4643	6094	2	3.0	3.0	37.0	2.8	-0.52	66.33333333333333	1.0	-0.82	1.0	0.7291666666666667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4644	6095	2	3.0	3.0	32.0	3.2	-0.11	67.16666666666667	2.0	0.82	1.0	0.7047619047619047	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4645	6096	2	3.0	3.0	33.0	2.9	-0.38	68.91666666666667	3.0	-0.61	1.0	0.6886904761904762	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4646	6097	1	3.0	3.0	31.0	3.5	1.21	54.5	2.333299196067387	1.49	1.0	0.7208333333333333	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4647	6098	2	3.0	3.0	27.7	3.3	0.33	63.25	3.0	0.08	1.0	0.6605357142857142	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4648	6099	2	3.0	3.0	38.0	2.9	0.68	67.83333333333333	2.333299196067387	-0.23	1.0	0.7511904761904762	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4649	6100	2	3.0	3.0	33.0	3.2	0.82	69.08333333333333	2.0	0.15	1.0	0.7172619047619048	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4650	6101	1	3.0	3.0	35.0	3.1	-0.03	69.66666666666667	2.0	-0.13	1.0	0.7327380952380952	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4651	6102	2	3.0	2.0	32.0	3.2	-2.28	68.83333333333333	2.0	-0.46	1.0	0.7047619047619047	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4652	6103	2	3.0	3.0	38.0	2.7	-0.45	67.41666666666667	1.0	-1.13	1.0	0.7321428571428572	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4653	6104	1	3.0	3.0	37.5	2.8	-0.87	68.25	2.0	-1.55	1.0	0.7354166666666666	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4654	6105	2	3.0	3.0	27.5	2.6	-0.03	68.66666666666667	3.0	-0.43	1.0	0.5913690476190476	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4655	6106	2	3.0	3.0	40.0	2.5	1.38	68.75	1.0	1.22	1.0	0.7380952380952381	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4656	6107	1	3.0	3.0	35.0	3.1	-0.38	65.58333333333333	6.0	-0.04	1.0	0.7327380952380952	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4657	6109	2	3.0	3.0	42.0	2.8	0.47	70.0	3.0	0.95	1.0	0.7916666666666667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
